Timestamp,Initial_USDT,Final_USDT,Profit,Profit_Percent,Opportunity
2025-08-03 20:15:08,1000,999.9354878806714,-0.06451211932858314,-0.006451211932858314,No
2025-08-03 20:15:14,1000,1000.0258200136824,0.025820013682391618,0.002582001368239162,Yes
2025-08-03 20:15:20,1000,999.8039350786643,-0.19606492133573283,-0.019606492133573284,No
2025-08-03 20:15:26,1000,1000.0276375847274,0.027637584727358444,0.0027637584727358442,Yes
2025-08-03 20:15:33,1000,999.8850407211688,-0.11495927883117929,-0.011495927883117929,No
2025-08-03 20:15:39,1000,1000.0894430631527,0.08944306315265749,0.008944306315265748,Yes
2025-08-03 20:15:45,1000,999.9042073853041,-0.09579261469593803,-0.009579261469593802,No
2025-08-03 20:15:51,1000,999.9561417910445,-0.04385820895549841,-0.004385820895549841,No
2025-08-03 20:15:57,1000,999.7726194029849,-0.22738059701509883,-0.022738059701509883,No
2025-08-03 20:16:03,1000,999.7122775601565,-0.2877224398434919,-0.02877224398434919,No
